HEAD_ID	RELATION_ID	GENERATED_TAIL_ID	DISTANCE_SCORE
generated_context	dblp:inYear	pub_61253	0.2819
generated_context	dblp:paperType	doi_640076	0.2757
generated_context	dblp:hasAuthor	doi_45099	0.1972
generated_context	dblp:paperType	author_1089407	0.3242
generated_context	dblp:publishedIn	link_648020	0.2581
generated_context	dblp:publishedIn	pub_647764	0.2847
generated_context	dblp:hasAuthor	pub_668582	0.2528
generated_context	dblp:wrote	pub_162087	0.2422
generated_context	dblp:hasLink	pub_226466	0.2548
generated_context	dblp:partOf	link_557250	0.4846
generated_context	dblp:inYear	link_28460	0.3158
generated_context	dblp:wrote	author_131885	0.2027
generated_context	dblp:paperType	link_440482	0.2897
generated_context	dblp:paperType	pub_513182	0.2866
generated_context	dblp:paperType	pub_593866	0.3200
generated_context	dblp:hasAuthor	author_286291	0.2028
generated_context	dblp:paperType	author_155435	0.3215
generated_context	dblp:publishedIn	link_182273	0.2494
generated_context	dblp:hasDOI	link_61775	0.6911
generated_context	dblp:publishedIn	pub_613089	0.2712
generated_context	dblp:paperType	doi_589153	0.3056
generated_context	dblp:partOf	author_1085887	0.4872
generated_context	dblp:hasAuthor	author_509374	0.2205
generated_context	dblp:paperType	doi_43925	0.3474
generated_context	dblp:paperType	doi_396118	0.3234
generated_context	dblp:publishedIn	link_253591	0.2473
generated_context	dblp:hasLink	doi_3555	0.2418
generated_context	dblp:paperType	author_1041150	0.3567
generated_context	dblp:inYear	pub_505143	0.2936
generated_context	dblp:hasDOI	author_447901	0.6785
generated_context	dblp:partOf	link_890171	0.4256
generated_context	dblp:hasAuthor	pub_172673	0.2141
generated_context	dblp:hasLink	doi_757626	0.3063
generated_context	dblp:hasAuthor	pub_105736	0.1844
generated_context	dblp:hasAuthor	author_906219	0.2009
generated_context	dblp:hasLink	pub_868390	0.2662
generated_context	dblp:wrote	pub_147887	0.2108
generated_context	dblp:wrote	pub_822559	0.2026
generated_context	dblp:publishedIn	link_775685	0.2650
generated_context	dblp:publishedIn	author_980748	0.2461
generated_context	dblp:hasAuthor	doi_372990	0.2102
generated_context	dblp:hasLink	link_280786	0.3228
generated_context	dblp:wrote	author_406968	0.2158
generated_context	dblp:hasAuthor	pub_311157	0.2272
generated_context	dblp:hasDOI	author_425270	0.7421
generated_context	dblp:partOf	link_179425	0.4536
generated_context	dblp:inYear	pub_218065	0.2864
generated_context	dblp:wrote	author_1066027	0.1986
generated_context	dblp:partOf	author_366403	0.4575
generated_context	dblp:wrote	pub_277206	0.2060
generated_context	dblp:inYear	link_514734	0.2432
generated_context	dblp:paperType	doi_725725	0.3343
generated_context	dblp:publishedIn	pub_479497	0.2715
generated_context	dblp:hasLink	pub_948018	0.2457
generated_context	dblp:wrote	pub_276761	0.1962
generated_context	dblp:hasAuthor	author_67358	0.2213
generated_context	dblp:publishedIn	pub_384448	0.3084
generated_context	dblp:hasDOI	link_679297	0.6518
generated_context	dblp:partOf	link_827730	0.3928
generated_context	dblp:hasLink	pub_381805	0.2545
generated_context	dblp:hasLink	link_702756	0.4142
generated_context	dblp:hasAuthor	pub_66199	0.2638
generated_context	dblp:hasDOI	author_589540	0.6422
generated_context	dblp:hasLink	doi_377336	0.3198
generated_context	dblp:partOf	link_319398	0.4057
generated_context	dblp:wrote	link_741997	0.2361
generated_context	dblp:hasLink	link_678759	0.3590
generated_context	dblp:hasLink	pub_171891	0.2702
generated_context	dblp:hasAuthor	link_271070	0.2746
generated_context	dblp:paperType	pub_361143	0.3218
generated_context	dblp:wrote	author_1081780	0.1873
generated_context	dblp:hasAuthor	author_685278	0.2281
generated_context	dblp:paperType	link_885439	0.4085
generated_context	dblp:publishedIn	pub_468536	0.2905
generated_context	dblp:paperType	link_484132	0.2942
generated_context	dblp:hasAuthor	link_403953	0.2077
generated_context	dblp:hasDOI	author_404387	0.7240
generated_context	dblp:hasLink	pub_366204	0.2574
generated_context	dblp:hasAuthor	link_588296	0.1888
generated_context	dblp:partOf	author_1106860	0.4120
generated_context	dblp:partOf	doi_441480	0.3533
generated_context	dblp:partOf	doi_295239	0.4061
generated_context	dblp:wrote	author_439302	0.2279
generated_context	dblp:hasAuthor	pub_927343	0.2412
generated_context	dblp:paperType	pub_952189	0.3135
generated_context	dblp:hasLink	pub_863395	0.2484
generated_context	dblp:paperType	author_939141	0.3633
generated_context	dblp:inYear	pub_543856	0.2531
generated_context	dblp:wrote	author_300441	0.2631
generated_context	dblp:paperType	pub_121142	0.3216
generated_context	dblp:wrote	author_572022	0.2123
generated_context	dblp:hasDOI	link_255365	0.6366
generated_context	dblp:partOf	author_598131	0.4403
generated_context	dblp:inYear	doi_32701	0.3212
generated_context	dblp:paperType	author_612782	0.3200
generated_context	dblp:publishedIn	pub_463993	0.3009
generated_context	dblp:partOf	author_14660	0.3806
generated_context	dblp:publishedIn	pub_13744	0.3117
generated_context	dblp:partOf	author_256233	0.4833
generated_context	dblp:publishedIn	pub_289857	0.2897
generated_context	dblp:paperType	author_197976	0.3262
generated_context	dblp:partOf	pub_884735	0.4167
generated_context	dblp:partOf	author_1063636	0.4640
generated_context	dblp:wrote	author_566313	0.1989
generated_context	dblp:partOf	author_796237	0.5278
generated_context	dblp:paperType	link_828314	0.3108
generated_context	dblp:inYear	pub_908261	0.2978
generated_context	dblp:hasLink	pub_379432	0.2558
generated_context	dblp:hasAuthor	link_886135	0.2726
generated_context	dblp:hasAuthor	author_913623	0.2659
generated_context	dblp:hasAuthor	author_29372	0.1901
generated_context	dblp:wrote	author_191834	0.2025
generated_context	dblp:partOf	link_814216	0.3977
generated_context	dblp:paperType	doi_670367	0.3384
generated_context	dblp:hasAuthor	link_186503	0.2144
generated_context	dblp:inYear	doi_610568	0.2396
generated_context	dblp:hasLink	pub_546141	0.2755
generated_context	dblp:partOf	link_352030	0.4590
generated_context	dblp:partOf	doi_753764	0.4132
generated_context	dblp:hasAuthor	pub_97546	0.1762
generated_context	dblp:hasAuthor	link_689616	0.2218
generated_context	dblp:wrote	venue_3031	0.2014
generated_context	dblp:wrote	pub_264445	0.2224
generated_context	dblp:inYear	pub_499516	0.2636
generated_context	dblp:publishedIn	link_796942	0.3091
generated_context	dblp:hasDOI	link_188216	0.6415
generated_context	dblp:partOf	author_130729	0.4548
generated_context	dblp:hasDOI	pub_412829	0.6321
generated_context	dblp:inYear	author_238249	0.2926
generated_context	dblp:wrote	collection_4352	0.2134
generated_context	dblp:paperType	doi_37884	0.3163
generated_context	dblp:partOf	link_83334	0.3826
generated_context	dblp:wrote	pub_521858	0.2013
generated_context	dblp:hasDOI	author_298988	0.6417
generated_context	dblp:wrote	author_233812	0.1911
generated_context	dblp:hasLink	author_461321	0.2366
generated_context	dblp:hasDOI	pub_790613	0.6461
generated_context	dblp:partOf	doi_468226	0.3680
generated_context	dblp:partOf	link_606456	0.4137
generated_context	dblp:hasDOI	link_851950	0.6428
generated_context	dblp:hasDOI	pub_42797	0.7057
generated_context	dblp:hasDOI	pub_629119	0.7855
generated_context	dblp:publishedIn	link_822326	0.2335
generated_context	dblp:partOf	author_220017	0.4463
generated_context	dblp:wrote	pub_219526	0.2238
generated_context	dblp:hasAuthor	pub_733484	0.2048
generated_context	dblp:partOf	author_1111936	0.3960
generated_context	dblp:paperType	pub_443315	0.2868
generated_context	dblp:hasAuthor	pub_505439	0.2021
generated_context	dblp:publishedIn	author_414353	0.2887
generated_context	dblp:paperType	author_899802	0.3512
generated_context	dblp:wrote	author_520443	0.2206
generated_context	dblp:hasAuthor	pub_622034	0.1797
generated_context	dblp:publishedIn	author_672185	0.2911
generated_context	dblp:hasAuthor	author_872604	0.2406
generated_context	dblp:hasLink	author_82134	0.2387
generated_context	dblp:wrote	pub_721305	0.2112
generated_context	dblp:publishedIn	pub_451588	0.2957
generated_context	dblp:partOf	author_1131131	0.4155
generated_context	dblp:paperType	author_1120431	0.3529
generated_context	dblp:paperType	doi_624671	0.3248
generated_context	dblp:hasAuthor	pub_440303	0.2225
generated_context	dblp:hasAuthor	author_937503	0.2096
generated_context	dblp:inYear	author_13665	0.2794
generated_context	dblp:publishedIn	link_378801	0.2916
generated_context	dblp:publishedIn	pub_227222	0.2384
generated_context	dblp:publishedIn	pub_916874	0.3062
generated_context	dblp:wrote	author_946005	0.2477
generated_context	dblp:hasDOI	pub_350208	0.6667
generated_context	dblp:hasDOI	pub_348117	0.6464
generated_context	dblp:wrote	pub_965569	0.2490
generated_context	dblp:paperType	doi_446822	0.2930
generated_context	dblp:hasDOI	pub_682743	0.6706
generated_context	dblp:paperType	author_572120	0.3293
generated_context	dblp:inYear	link_805976	0.2855
generated_context	dblp:partOf	link_972673	0.4390
generated_context	dblp:hasLink	pub_583140	0.2141
generated_context	dblp:inYear	author_480299	0.2487
generated_context	dblp:partOf	link_873249	0.4182
generated_context	dblp:hasAuthor	author_244440	0.1794
generated_context	dblp:inYear	link_856549	0.2956
generated_context	dblp:partOf	doi_420793	0.3845
generated_context	dblp:hasAuthor	author_1042398	0.2010
generated_context	dblp:hasAuthor	author_432423	0.2166
generated_context	dblp:paperType	link_769243	0.2937
generated_context	dblp:hasAuthor	link_320352	0.2204
generated_context	dblp:partOf	pub_731661	0.3993
generated_context	dblp:publishedIn	pub_356722	0.2244
generated_context	dblp:wrote	author_934698	0.2198
generated_context	dblp:paperType	author_585991	0.3530
generated_context	dblp:paperType	link_815378	0.3133
generated_context	dblp:hasLink	author_469187	0.2548
generated_context	dblp:wrote	pub_42597	0.2034
generated_context	dblp:hasAuthor	link_472036	0.2409
generated_context	dblp:hasDOI	pub_378649	0.6883
generated_context	dblp:paperType	collection_473	0.3267
generated_context	dblp:paperType	pub_327966	0.2995
generated_context	dblp:hasLink	doi_875848	0.2836
generated_context	dblp:publishedIn	link_967912	0.2541
generated_context	dblp:publishedIn	pub_295775	0.2522
generated_context	dblp:paperType	author_1095222	0.3252
generated_context	dblp:hasDOI	pub_660013	0.7106
generated_context	dblp:hasDOI	author_748909	0.6579
generated_context	dblp:hasDOI	doi_223544	0.7267
generated_context	dblp:inYear	link_315399	0.2820
generated_context	dblp:inYear	doi_777236	0.2541
generated_context	dblp:hasLink	doi_152668	0.2470
generated_context	dblp:publishedIn	author_187736	0.2721
generated_context	dblp:publishedIn	pub_978386	0.2566
generated_context	dblp:wrote	pub_260369	0.2618
generated_context	dblp:wrote	author_271121	0.2224
generated_context	dblp:hasAuthor	link_292701	0.2321
generated_context	dblp:wrote	pub_312852	0.2127
generated_context	dblp:hasDOI	author_216705	0.7022
generated_context	dblp:inYear	doi_741698	0.3389
generated_context	dblp:publishedIn	doi_181894	0.2660
generated_context	dblp:wrote	doi_143743	0.2272
generated_context	dblp:wrote	doi_92496	0.2051
generated_context	dblp:partOf	doi_220754	0.3446
generated_context	dblp:partOf	doi_398845	0.4822
generated_context	dblp:paperType	doi_346536	0.2637
generated_context	dblp:publishedIn	link_435943	0.2540
generated_context	dblp:hasAuthor	pub_728620	0.2451
generated_context	dblp:hasLink	doi_47218	0.3124
generated_context	dblp:publishedIn	pub_404039	0.2669
generated_context	dblp:partOf	doi_154892	0.5332
generated_context	dblp:inYear	author_676007	0.2887
generated_context	dblp:hasDOI	author_138231	0.6828
generated_context	dblp:wrote	pub_308016	0.2890
generated_context	dblp:publishedIn	author_869168	0.2346
generated_context	dblp:wrote	doi_55741	0.2330
generated_context	dblp:hasAuthor	link_713234	0.2015
generated_context	dblp:wrote	author_356600	0.2194
generated_context	dblp:paperType	collection_2330	0.3480
generated_context	dblp:wrote	pub_13908	0.2416
generated_context	dblp:paperType	link_297034	0.3687
generated_context	dblp:hasAuthor	link_975113	0.1997
generated_context	dblp:wrote	pub_149103	0.2240
generated_context	dblp:partOf	author_501651	0.5384
generated_context	dblp:paperType	doi_238628	0.3148
generated_context	dblp:partOf	link_680010	0.4347
generated_context	dblp:publishedIn	link_910818	0.3450
generated_context	dblp:hasAuthor	author_331264	0.2021
generated_context	dblp:publishedIn	pub_123710	0.2517
generated_context	dblp:paperType	link_921415	0.3149
generated_context	dblp:wrote	link_941171	0.2053
generated_context	dblp:hasLink	link_12975	0.2888
generated_context	dblp:hasLink	doi_484742	0.2440
generated_context	dblp:wrote	author_292006	0.2654
generated_context	dblp:wrote	author_409506	0.2436
generated_context	dblp:hasAuthor	pub_880758	0.2302
generated_context	dblp:partOf	link_752580	0.4380
generated_context	dblp:inYear	doi_598630	0.2418
generated_context	dblp:wrote	link_143233	0.1997
generated_context	dblp:hasDOI	link_263856	0.7107
generated_context	dblp:partOf	pub_309680	0.4109
generated_context	dblp:hasAuthor	author_464892	0.2256
generated_context	dblp:partOf	link_619783	0.4476
generated_context	dblp:inYear	link_858540	0.3118
generated_context	dblp:publishedIn	link_252378	0.2467
generated_context	dblp:inYear	link_627999	0.2990
generated_context	dblp:wrote	author_368406	0.1980
generated_context	dblp:paperType	author_772203	0.3542
generated_context	dblp:hasLink	link_718950	0.3014
generated_context	dblp:partOf	author_978569	0.4331
generated_context	dblp:paperType	doi_647481	0.3061
generated_context	dblp:hasAuthor	doi_643201	0.2304
generated_context	dblp:wrote	author_720438	0.2060
generated_context	dblp:hasLink	doi_84612	0.2939
generated_context	dblp:wrote	pub_433472	0.2186
generated_context	dblp:hasLink	doi_348151	0.2427
generated_context	dblp:publishedIn	author_1114653	0.2924
generated_context	dblp:publishedIn	author_630545	0.2596
generated_context	dblp:hasDOI	doi_540510	0.7075
generated_context	dblp:hasAuthor	author_234667	0.2099
generated_context	dblp:hasDOI	doi_314754	0.6651
generated_context	dblp:publishedIn	venue_1426	0.2740
generated_context	dblp:hasDOI	author_744964	0.6669
generated_context	dblp:hasDOI	link_340717	0.7141
generated_context	dblp:hasDOI	doi_842131	0.6638
generated_context	dblp:hasAuthor	doi_659230	0.2376
generated_context	dblp:partOf	link_853959	0.3915
generated_context	dblp:publishedIn	link_900405	0.2386
generated_context	dblp:paperType	author_114478	0.3139
generated_context	dblp:inYear	doi_296418	0.3070
generated_context	dblp:hasAuthor	pub_708452	0.1822
generated_context	dblp:wrote	doi_302227	0.2306
generated_context	dblp:hasLink	pub_127266	0.2297
generated_context	dblp:hasLink	author_905672	0.2691
generated_context	dblp:hasAuthor	pub_530357	0.3047
generated_context	dblp:publishedIn	link_366645	0.2576
generated_context	dblp:inYear	link_929240	0.2404
generated_context	dblp:hasLink	author_586964	0.3290
generated_context	dblp:hasLink	pub_41605	0.2749
generated_context	dblp:partOf	pub_13934	0.4264
generated_context	dblp:publishedIn	author_1046878	0.2782
generated_context	dblp:publishedIn	pub_679208	0.2352
generated_context	dblp:partOf	doi_89982	0.5366
generated_context	dblp:inYear	author_316923	0.2905
generated_context	dblp:hasLink	link_454871	0.2554
generated_context	dblp:hasAuthor	pub_364677	0.1932
generated_context	dblp:paperType	link_111165	0.3147
generated_context	dblp:partOf	doi_624129	0.4290
generated_context	dblp:wrote	pub_817942	0.2117
generated_context	dblp:paperType	pub_33409	0.3410
generated_context	dblp:inYear	doi_73622	0.2454
generated_context	dblp:wrote	author_803223	0.2482
generated_context	dblp:publishedIn	author_1109205	0.2545
generated_context	dblp:hasDOI	link_418275	0.7522
generated_context	dblp:paperType	doi_131252	0.3902
generated_context	dblp:paperType	pub_609894	0.3413
generated_context	dblp:hasLink	pub_707566	0.2640
generated_context	dblp:wrote	pub_232401	0.2344
generated_context	dblp:hasLink	doi_360343	0.2969
generated_context	dblp:partOf	doi_405011	0.4457
generated_context	dblp:hasLink	doi_760125	0.2576
generated_context	dblp:hasDOI	author_602106	0.6119
generated_context	dblp:paperType	author_1007459	0.3588
generated_context	dblp:publishedIn	pub_493611	0.3247
generated_context	dblp:partOf	link_130297	0.4228
generated_context	dblp:paperType	author_504455	0.3319
generated_context	dblp:paperType	author_202733	0.2841
generated_context	dblp:partOf	doi_744314	0.3967
generated_context	dblp:hasLink	pub_392205	0.2856
generated_context	dblp:hasDOI	pub_557983	0.6774
generated_context	dblp:wrote	doi_409569	0.2263
generated_context	dblp:hasDOI	author_554776	0.7373
generated_context	dblp:hasDOI	pub_540097	0.6291
generated_context	dblp:inYear	pub_647204	0.2639
generated_context	dblp:publishedIn	pub_204744	0.2548
generated_context	dblp:hasDOI	doi_24853	0.5818
generated_context	dblp:hasDOI	link_350247	0.6579
generated_context	dblp:publishedIn	author_173817	0.2756
generated_context	dblp:inYear	link_592839	0.2962
generated_context	dblp:publishedIn	link_492848	0.2900
generated_context	dblp:paperType	author_683742	0.2700
generated_context	dblp:paperType	pub_612438	0.3256
generated_context	dblp:paperType	author_852823	0.3154
generated_context	dblp:hasDOI	link_798701	0.6710
generated_context	dblp:publishedIn	doi_762353	0.2971
generated_context	dblp:inYear	pub_562093	0.2888
generated_context	dblp:publishedIn	link_900937	0.2898
generated_context	dblp:hasDOI	pub_684554	0.6366
generated_context	dblp:partOf	doi_157938	0.4885
generated_context	dblp:hasLink	author_497887	0.2341
generated_context	dblp:inYear	pub_333868	0.2474
generated_context	dblp:partOf	pub_252794	0.4269
generated_context	dblp:hasAuthor	link_26876	0.1887
generated_context	dblp:wrote	pub_461959	0.2680
generated_context	dblp:hasDOI	pub_515546	0.7922
generated_context	dblp:hasLink	author_154568	0.2534
generated_context	dblp:publishedIn	author_501951	0.3099
generated_context	dblp:wrote	pub_946455	0.2177
generated_context	dblp:inYear	pub_209566	0.2340
generated_context	dblp:hasDOI	link_433008	0.6592
generated_context	dblp:paperType	pub_370013	0.3505
generated_context	dblp:inYear	author_914989	0.2562
generated_context	dblp:hasDOI	author_414444	0.6781
generated_context	dblp:partOf	pub_116136	0.4360
generated_context	dblp:hasDOI	pub_843309	0.6991
generated_context	dblp:inYear	pub_9302	0.2619
generated_context	dblp:publishedIn	author_315858	0.2730
generated_context	dblp:hasAuthor	doi_224613	0.2207
generated_context	dblp:hasLink	pub_463215	0.2663
generated_context	dblp:publishedIn	link_711915	0.2616
generated_context	dblp:paperType	author_1077503	0.3406
generated_context	dblp:hasDOI	link_520019	0.7006
generated_context	dblp:hasLink	link_33670	0.2883
generated_context	dblp:paperType	author_86812	0.3300
generated_context	dblp:paperType	pub_45811	0.3324
generated_context	dblp:inYear	author_44401	0.2293
generated_context	dblp:hasDOI	author_162143	0.6401
generated_context	dblp:wrote	pub_944121	0.2304
generated_context	dblp:hasDOI	author_38569	0.7432
generated_context	dblp:partOf	link_188363	0.4246
generated_context	dblp:wrote	link_158857	0.2623
generated_context	dblp:paperType	link_42784	0.3177
generated_context	dblp:hasDOI	link_965578	0.7326
generated_context	dblp:hasDOI	pub_707871	0.7653
generated_context	dblp:wrote	author_151505	0.2003
generated_context	dblp:hasDOI	pub_117481	0.7273
generated_context	dblp:hasLink	author_446716	0.3161
generated_context	dblp:paperType	pub_646185	0.3143
generated_context	dblp:hasLink	doi_856282	0.2836
generated_context	dblp:hasLink	doi_248625	0.2820
generated_context	dblp:inYear	doi_791394	0.2558
generated_context	dblp:wrote	pub_317524	0.2373
generated_context	dblp:partOf	author_620152	0.3993
generated_context	dblp:hasLink	author_835688	0.2653
generated_context	dblp:hasDOI	pub_703017	0.6673
generated_context	dblp:hasDOI	pub_706920	0.6798
generated_context	dblp:hasAuthor	author_841519	0.2303
generated_context	dblp:hasLink	author_499386	0.3236
generated_context	dblp:hasDOI	link_841201	0.6133
generated_context	dblp:hasLink	author_1115386	0.2306
generated_context	dblp:inYear	doi_851611	0.2924
generated_context	dblp:paperType	doi_849254	0.3273
generated_context	dblp:publishedIn	doi_805899	0.2568
generated_context	dblp:hasLink	doi_703961	0.2357
generated_context	dblp:publishedIn	pub_631110	0.2193
generated_context	dblp:hasDOI	doi_629471	0.7271
generated_context	dblp:inYear	pub_263186	0.2975
generated_context	dblp:hasLink	pub_531343	0.2538
generated_context	dblp:hasLink	doi_770388	0.2509
generated_context	dblp:wrote	pub_775527	0.2381
generated_context	dblp:wrote	pub_205874	0.2241
generated_context	dblp:paperType	doi_228140	0.3885
generated_context	dblp:hasLink	pub_489859	0.2613
generated_context	dblp:hasLink	link_4888	0.2421
generated_context	dblp:hasDOI	pub_465404	0.6225
generated_context	dblp:paperType	doi_861199	0.3243
generated_context	dblp:inYear	link_817020	0.2687
generated_context	dblp:hasAuthor	pub_350401	0.1784
generated_context	dblp:paperType	doi_498576	0.3428
generated_context	dblp:paperType	doi_442139	0.3301
generated_context	dblp:hasLink	author_533392	0.2321
generated_context	dblp:wrote	pub_589522	0.2556
generated_context	dblp:partOf	link_614175	0.4869
generated_context	dblp:inYear	author_890306	0.3225
generated_context	dblp:publishedIn	link_904043	0.2785
generated_context	dblp:hasAuthor	author_1026496	0.2308
generated_context	dblp:partOf	link_575611	0.4370
generated_context	dblp:hasAuthor	pub_623582	0.2137
generated_context	dblp:publishedIn	pub_54925	0.3400
generated_context	dblp:publishedIn	author_1022333	0.2688
generated_context	dblp:publishedIn	author_401325	0.2313
generated_context	dblp:hasDOI	pub_725379	0.6900
generated_context	dblp:hasLink	pub_799970	0.2295
generated_context	dblp:hasLink	author_282069	0.2823
generated_context	dblp:hasAuthor	doi_88902	0.2111
generated_context	dblp:hasDOI	doi_2669	0.6587
generated_context	dblp:hasDOI	author_1121414	0.6551
generated_context	dblp:partOf	doi_874608	0.4656
generated_context	dblp:partOf	author_520617	0.3633
generated_context	dblp:publishedIn	author_679259	0.2776
generated_context	dblp:hasLink	doi_749819	0.2408
generated_context	dblp:paperType	link_304310	0.2835
generated_context	dblp:hasLink	doi_285892	0.2518
generated_context	dblp:hasLink	author_538081	0.2655
generated_context	dblp:hasLink	pub_72551	0.2165
generated_context	dblp:hasAuthor	link_272963	0.1926
generated_context	dblp:paperType	doi_683659	0.3076
generated_context	dblp:hasDOI	author_244410	0.6613
generated_context	dblp:hasAuthor	author_27917	0.2212
generated_context	dblp:hasAuthor	doi_41952	0.1986
generated_context	dblp:inYear	link_414629	0.3357
generated_context	dblp:inYear	author_624271	0.2195
generated_context	dblp:paperType	author_463984	0.2705
generated_context	dblp:wrote	pub_269855	0.2516
generated_context	dblp:inYear	doi_46223	0.3121
generated_context	dblp:hasDOI	author_801225	0.7231
generated_context	dblp:partOf	doi_701391	0.4601
generated_context	dblp:partOf	author_796237	0.4382
generated_context	dblp:hasLink	link_409118	0.3467
generated_context	dblp:hasDOI	doi_807020	0.7610
generated_context	dblp:paperType	doi_649637	0.3281
generated_context	dblp:partOf	author_1031898	0.5090
generated_context	dblp:wrote	doi_862266	0.2440
generated_context	dblp:paperType	author_1063769	0.3722
generated_context	dblp:partOf	author_25677	0.4111
generated_context	dblp:partOf	doi_139670	0.3717
generated_context	dblp:inYear	collection_13123	0.2604
generated_context	dblp:hasDOI	author_772656	0.6668
generated_context	dblp:inYear	doi_347617	0.2313
generated_context	dblp:hasDOI	author_704406	0.7615
generated_context	dblp:hasDOI	link_987640	0.7259
generated_context	dblp:hasDOI	doi_792822	0.6839
generated_context	dblp:partOf	doi_128406	0.4859
generated_context	dblp:wrote	link_800715	0.2106
generated_context	dblp:wrote	doi_701508	0.2798
generated_context	dblp:publishedIn	doi_210892	0.3034
generated_context	dblp:paperType	link_583690	0.3203
generated_context	dblp:inYear	link_700118	0.3340
generated_context	dblp:publishedIn	pub_430432	0.2870
generated_context	dblp:inYear	link_514318	0.2740
generated_context	dblp:publishedIn	pub_197158	0.2584
generated_context	dblp:paperType	author_749759	0.3511
generated_context	dblp:partOf	link_159939	0.4448
generated_context	dblp:wrote	pub_553121	0.2666
generated_context	dblp:hasLink	author_717991	0.3094
generated_context	dblp:hasAuthor	link_938823	0.1660
generated_context	dblp:inYear	author_136363	0.2661
generated_context	dblp:paperType	link_898871	0.2936
generated_context	dblp:partOf	pub_358832	0.5044
generated_context	dblp:hasDOI	author_149033	0.6630
generated_context	dblp:inYear	author_330991	0.3777
generated_context	dblp:hasDOI	link_487166	0.6483
generated_context	dblp:wrote	author_1049361	0.2495
generated_context	dblp:paperType	doi_264235	0.3564
generated_context	dblp:hasAuthor	pub_153053	0.1903
generated_context	dblp:publishedIn	doi_820741	0.3242
generated_context	dblp:inYear	link_218959	0.2396
generated_context	dblp:inYear	author_24262	0.2397
generated_context	dblp:paperType	author_437141	0.2856
generated_context	dblp:hasAuthor	author_850708	0.2085
generated_context	dblp:wrote	pub_292630	0.2051
generated_context	dblp:hasLink	author_863159	0.2211
generated_context	dblp:inYear	author_915981	0.2812
generated_context	dblp:wrote	link_126694	0.3249
generated_context	dblp:hasAuthor	link_717658	0.2701
generated_context	dblp:hasLink	author_443994	0.3407
generated_context	dblp:hasDOI	author_570970	0.6366
generated_context	dblp:inYear	pub_575073	0.2602
generated_context	dblp:inYear	author_505005	0.2404
generated_context	dblp:hasAuthor	link_584109	0.1607
