RELATION_ID	GENERATED_TAIL_ID	DISTANCE_SCORE
dblp:inYear	year_57	0.2640
dblp:inYear	year_59	0.3729
dblp:publishedIn	venue_1169	0.2985
dblp:inYear	year_57	0.2913
dblp:publishedIn	venue_738	0.2885
dblp:inYear	year_59	0.2237
dblp:hasAuthor	author_211067	0.1722
dblp:inYear	year_57	0.2646
dblp:inYear	year_57	0.2700
dblp:wrote	pub_103260	0.1456
dblp:publishedIn	venue_91	0.2667
dblp:inYear	year_50	0.3194
dblp:hasAuthor	author_100816	0.1574
dblp:hasAuthor	author_117654	0.1887
dblp:publishedIn	venue_1352	0.2762
dblp:wrote	pub_117906	0.1783
dblp:wrote	pub_156862	0.1197
dblp:hasAuthor	author_124360	0.1819
dblp:publishedIn	venue_379	0.2666
dblp:wrote	pub_172982	0.1462
dblp:hasAuthor	author_80509	0.1333
dblp:inYear	year_57	0.2867
dblp:inYear	year_57	0.3152
dblp:publishedIn	venue_1352	0.2992
dblp:inYear	year_57	0.3440
dblp:publishedIn	venue_349	0.2962
dblp:publishedIn	venue_379	0.2829
dblp:wrote	pub_109599	0.1289
dblp:wrote	pub_40145	0.1838
dblp:publishedIn	venue_902	0.3294
dblp:hasAuthor	author_118388	0.1746
dblp:publishedIn	venue_157	0.2798
dblp:wrote	pub_175431	0.2572
dblp:publishedIn	venue_959	0.3466
dblp:publishedIn	venue_478	0.3057
dblp:hasAuthor	author_246685	0.1207
dblp:wrote	pub_7521	0.1265
dblp:inYear	year_59	0.3151
dblp:hasAuthor	author_90835	0.1667
dblp:publishedIn	venue_269	0.2551
dblp:hasAuthor	author_71167	0.1486
dblp:hasAuthor	author_238464	0.1630
dblp:wrote	pub_138910	0.1441
dblp:wrote	pub_156806	0.1963
dblp:inYear	year_57	0.3295
dblp:inYear	year_39	0.2936
dblp:inYear	year_61	0.2824
dblp:hasAuthor	author_74715	0.1536
dblp:wrote	pub_14975	0.1770
dblp:hasAuthor	author_254186	0.1469
dblp:hasAuthor	author_7463	0.1623
dblp:publishedIn	venue_379	0.3189
dblp:publishedIn	venue_1160	0.2768
dblp:inYear	year_57	0.3878
dblp:publishedIn	venue_1181	0.2580
dblp:publishedIn	venue_1275	0.2821
dblp:inYear	year_58	0.3170
dblp:publishedIn	venue_205	0.2880
dblp:hasAuthor	author_201934	0.1940
dblp:publishedIn	venue_1533	0.3030
dblp:inYear	year_57	0.3090
dblp:hasAuthor	author_24249	0.1734
dblp:publishedIn	venue_157	0.3807
dblp:hasAuthor	author_242651	0.1306
dblp:inYear	year_58	0.3463
dblp:wrote	pub_100686	0.1487
dblp:publishedIn	venue_1480	0.3885
dblp:hasAuthor	author_236287	0.1641
dblp:publishedIn	venue_405	0.2728
dblp:publishedIn	venue_744	0.2988
dblp:wrote	pub_110750	0.1839
dblp:hasAuthor	author_88288	0.1448
dblp:hasAuthor	author_244392	0.1538
dblp:publishedIn	venue_178	0.2876
dblp:wrote	pub_162960	0.1462
dblp:publishedIn	venue_879	0.3482
dblp:wrote	pub_42719	0.1757
dblp:inYear	year_57	0.3540
dblp:wrote	pub_11777	0.1567
dblp:wrote	pub_29055	0.1671
dblp:publishedIn	venue_662	0.3171
dblp:inYear	year_57	0.2984
dblp:publishedIn	venue_174	0.2566
dblp:publishedIn	venue_320	0.2657
dblp:wrote	pub_18893	0.1453
dblp:hasAuthor	author_235027	0.1634
dblp:publishedIn	venue_1599	0.3091
dblp:hasAuthor	author_163712	0.1563
dblp:hasAuthor	author_248233	0.1392
dblp:wrote	pub_65473	0.1659
dblp:publishedIn	venue_1160	0.2577
dblp:publishedIn	venue_1651	0.3541
dblp:inYear	year_57	0.3112
dblp:hasAuthor	author_243714	0.1344
dblp:publishedIn	venue_287	0.2983
dblp:inYear	year_57	0.3053
dblp:inYear	year_59	0.2412
dblp:inYear	year_57	0.2798
dblp:publishedIn	venue_1700	0.2720
dblp:hasAuthor	author_32318	0.1125
dblp:inYear	year_57	0.3109
dblp:publishedIn	venue_1698	0.3420
dblp:hasAuthor	author_226123	0.1274
dblp:inYear	year_59	0.4706
dblp:hasAuthor	author_56803	0.1510
dblp:hasAuthor	author_221023	0.1496
dblp:hasAuthor	author_118094	0.1970
dblp:publishedIn	venue_831	0.2351
dblp:inYear	year_50	0.2717
dblp:publishedIn	venue_228	0.2786
dblp:hasAuthor	author_131920	0.1755
dblp:inYear	year_56	0.2772
dblp:publishedIn	venue_1352	0.2822
dblp:hasAuthor	author_39017	0.1366
dblp:hasAuthor	author_217868	0.1483
dblp:wrote	pub_3189	0.1521
dblp:hasAuthor	author_119794	0.1478
dblp:publishedIn	venue_368	0.2651
dblp:hasAuthor	author_166760	0.1412
dblp:inYear	year_48	0.2341
dblp:publishedIn	venue_174	0.3983
dblp:inYear	year_25	0.2560
dblp:hasAuthor	author_252375	0.1596
dblp:inYear	year_57	0.2807
dblp:hasAuthor	author_18885	0.1339
dblp:wrote	pub_93434	0.1521
dblp:publishedIn	venue_368	0.2927
dblp:hasAuthor	author_20013	0.1282
dblp:wrote	pub_147790	0.1649
dblp:wrote	pub_13365	0.1237
dblp:publishedIn	venue_1012	0.3214
dblp:publishedIn	venue_760	0.2514
dblp:inYear	year_57	0.2930
dblp:publishedIn	venue_391	0.3582
dblp:publishedIn	venue_203	0.2428
dblp:wrote	pub_187013	0.1428
dblp:inYear	year_57	0.2406
dblp:wrote	pub_115968	0.1746
dblp:inYear	year_57	0.2889
dblp:hasAuthor	author_106839	0.1234
dblp:publishedIn	venue_379	0.2981
dblp:publishedIn	venue_1044	0.2598
dblp:wrote	pub_109494	0.1466
dblp:inYear	year_57	0.3125
dblp:publishedIn	venue_1700	0.2876
dblp:inYear	year_59	0.2380
dblp:publishedIn	venue_1352	0.2729
dblp:inYear	year_59	0.2093
dblp:inYear	year_57	0.2906
dblp:inYear	year_57	0.2876
dblp:inYear	year_59	0.3389
dblp:hasAuthor	author_163782	0.1451
dblp:hasAuthor	author_117753	0.1970
dblp:publishedIn	venue_253	0.3345
dblp:hasAuthor	author_49508	0.1220
dblp:wrote	pub_138170	0.1963
dblp:inYear	year_59	0.2588
dblp:wrote	pub_104700	0.1818
dblp:inYear	year_57	0.2883
dblp:hasAuthor	author_241931	0.1067
dblp:wrote	pub_122613	0.1646
dblp:publishedIn	venue_203	0.2441
dblp:publishedIn	venue_1103	0.3054
dblp:wrote	pub_10189	0.1388
dblp:inYear	year_57	0.2597
dblp:publishedIn	venue_1020	0.2850
dblp:hasAuthor	author_137578	0.1767
dblp:publishedIn	venue_424	0.2549
dblp:inYear	year_57	0.3317
dblp:wrote	pub_188518	0.1776
dblp:publishedIn	venue_269	0.2348
dblp:wrote	pub_143999	0.1477
dblp:hasAuthor	author_172795	0.1966
dblp:publishedIn	venue_478	0.2515
dblp:inYear	year_59	0.2950
dblp:wrote	pub_101230	0.1530
dblp:publishedIn	venue_959	0.2322
dblp:wrote	pub_144273	0.1602
dblp:wrote	pub_33810	0.1222
dblp:inYear	year_53	0.2784
dblp:hasAuthor	author_27640	0.1809
dblp:wrote	pub_170214	0.1304
dblp:wrote	pub_25917	0.1626
dblp:publishedIn	venue_454	0.3474
dblp:wrote	pub_39525	0.1726
dblp:publishedIn	venue_1352	0.2928
dblp:publishedIn	venue_822	0.3152
dblp:publishedIn	venue_1180	0.2845
dblp:hasAuthor	author_165578	0.1394
dblp:publishedIn	venue_379	0.3434
dblp:wrote	pub_136218	0.1885
dblp:inYear	year_57	0.2577
dblp:wrote	pub_62	0.1715
dblp:hasAuthor	author_213617	0.1606
dblp:publishedIn	venue_179	0.2283
dblp:wrote	pub_29277	0.1231
dblp:inYear	year_59	0.2321
dblp:hasAuthor	author_236305	0.1421
dblp:publishedIn	venue_269	0.3024
dblp:inYear	year_57	0.2695
dblp:publishedIn	venue_133	0.2731
dblp:publishedIn	venue_201	0.2726
dblp:inYear	year_57	0.2557
dblp:publishedIn	venue_1387	0.2579
dblp:inYear	year_57	0.3158
dblp:publishedIn	venue_1401	0.3947
dblp:inYear	year_57	0.2925
dblp:wrote	pub_56587	0.1431
dblp:wrote	pub_52155	0.1922
dblp:inYear	year_57	0.2629
dblp:publishedIn	venue_1181	0.2976
dblp:inYear	year_57	0.2479
dblp:hasAuthor	author_30656	0.1140
dblp:hasAuthor	author_208442	0.1343
dblp:inYear	year_39	0.3000
dblp:inYear	year_57	0.2243
dblp:inYear	year_57	0.2805
dblp:hasAuthor	author_213039	0.1377
dblp:inYear	year_55	0.2702
dblp:hasAuthor	author_241736	0.1559
dblp:hasAuthor	author_119496	0.1185
dblp:inYear	year_57	0.2881
dblp:publishedIn	venue_201	0.2594
dblp:hasAuthor	author_22484	0.1355
dblp:inYear	year_57	0.2845
dblp:hasAuthor	author_232372	0.1768
dblp:hasAuthor	author_92614	0.1340
dblp:inYear	year_57	0.2906
dblp:inYear	year_57	0.3229
dblp:wrote	pub_33810	0.1174
dblp:wrote	pub_176093	0.1530
dblp:wrote	pub_132398	0.1896
dblp:inYear	year_59	0.3513
dblp:hasAuthor	author_225072	0.1438
dblp:publishedIn	venue_595	0.3197
dblp:wrote	pub_46284	0.1272
dblp:wrote	pub_133127	0.1553
dblp:hasAuthor	author_117327	0.1520
dblp:publishedIn	venue_80	0.2968
dblp:publishedIn	venue_329	0.2448
dblp:hasAuthor	author_133432	0.1726
dblp:wrote	pub_186753	0.1387
dblp:publishedIn	venue_855	0.2758
dblp:wrote	pub_47652	0.1516
dblp:publishedIn	venue_349	0.3101
dblp:publishedIn	venue_662	0.2749
dblp:inYear	year_57	0.3059
dblp:publishedIn	venue_81	0.3318
dblp:inYear	year_62	0.2968
dblp:inYear	year_57	0.3058
dblp:wrote	pub_44710	0.1985
dblp:wrote	pub_49185	0.1964
dblp:wrote	pub_61893	0.1438
dblp:wrote	pub_20503	0.1581
dblp:wrote	pub_9769	0.1715
dblp:wrote	pub_141747	0.1621
dblp:wrote	pub_69313	0.1496
dblp:publishedIn	venue_147	0.3540
dblp:inYear	year_57	0.3213
dblp:wrote	pub_76026	0.1561
dblp:inYear	year_57	0.2555
dblp:wrote	pub_180189	0.1207
dblp:wrote	pub_16895	0.1729
dblp:inYear	year_57	0.3413
dblp:publishedIn	venue_760	0.2427
dblp:wrote	pub_58276	0.1899
dblp:inYear	year_62	0.2386
dblp:inYear	year_57	0.2758
dblp:publishedIn	venue_1225	0.3085
dblp:publishedIn	venue_1352	0.2739
dblp:publishedIn	venue_228	0.2440
dblp:wrote	pub_138432	0.1543
dblp:inYear	year_53	0.3511
dblp:hasAuthor	author_74120	0.1346
dblp:inYear	year_53	0.3824
dblp:publishedIn	venue_132	0.3057
dblp:wrote	pub_33453	0.1634
dblp:inYear	year_1	0.2723
dblp:hasAuthor	author_183599	0.1412
dblp:hasAuthor	author_128040	0.1594
dblp:inYear	year_59	0.2836
dblp:hasAuthor	author_112743	0.1756
dblp:inYear	year_59	0.2948
dblp:hasAuthor	author_198424	0.1544
dblp:inYear	year_59	0.3198
dblp:wrote	pub_38979	0.1972
dblp:wrote	pub_125632	0.2074
dblp:hasAuthor	author_36186	0.1657
dblp:publishedIn	venue_203	0.3819
dblp:inYear	year_48	0.2466
dblp:inYear	year_25	0.2869
dblp:wrote	pub_148087	0.1817
dblp:inYear	year_48	0.2510
dblp:inYear	year_25	0.2400
dblp:inYear	year_57	0.2436
dblp:hasAuthor	author_201724	0.1850
dblp:publishedIn	venue_1199	0.2691
dblp:inYear	year_59	0.2423
dblp:inYear	year_57	0.3076
dblp:publishedIn	venue_253	0.2267
dblp:hasAuthor	author_162000	0.1233
dblp:inYear	year_57	0.3191
dblp:publishedIn	venue_1293	0.2494
dblp:publishedIn	venue_1352	0.3612
dblp:wrote	pub_91031	0.1548
dblp:inYear	year_57	0.2749
dblp:hasAuthor	author_157386	0.1461
dblp:wrote	pub_175604	0.1766
dblp:hasAuthor	author_83108	0.1627
dblp:inYear	year_48	0.2435
dblp:wrote	pub_177766	0.1294
dblp:hasAuthor	author_56287	0.1868
dblp:hasAuthor	author_104813	0.1271
dblp:publishedIn	venue_662	0.2960
dblp:hasAuthor	author_84694	0.1908
dblp:wrote	pub_126493	0.1412
dblp:inYear	year_60	0.3535
dblp:inYear	year_57	0.2577
dblp:wrote	pub_146984	0.1908
dblp:inYear	year_57	0.2758
dblp:hasAuthor	author_79710	0.1301
dblp:publishedIn	venue_754	0.3463
dblp:hasAuthor	author_191144	0.1524
dblp:hasAuthor	author_233638	0.1791
dblp:hasAuthor	author_183763	0.1357
dblp:publishedIn	venue_831	0.2718
dblp:inYear	year_57	0.2573
dblp:hasAuthor	author_7231	0.1803
dblp:wrote	pub_13456	0.1405
dblp:hasAuthor	author_177373	0.1277
dblp:inYear	year_59	0.3554
dblp:wrote	pub_94	0.1800
dblp:wrote	pub_49201	0.1529
dblp:hasAuthor	author_131314	0.1252
dblp:inYear	year_57	0.2302
dblp:publishedIn	venue_297	0.3286
dblp:hasAuthor	author_141818	0.1684
dblp:wrote	pub_35899	0.1463
dblp:publishedIn	venue_1181	0.3615
dblp:publishedIn	venue_1117	0.2685
dblp:wrote	pub_75481	0.1689
dblp:publishedIn	venue_959	0.3141
dblp:publishedIn	venue_320	0.3000
dblp:inYear	year_57	0.3770
dblp:hasAuthor	author_48	0.1666
dblp:hasAuthor	author_55001	0.1045
dblp:hasAuthor	author_153899	0.1710
dblp:hasAuthor	author_145455	0.1138
dblp:publishedIn	venue_1521	0.2704
dblp:publishedIn	venue_1181	0.2859
dblp:hasAuthor	author_6291	0.1579
dblp:wrote	pub_124191	0.1733
dblp:hasAuthor	author_213064	0.1440
dblp:inYear	year_59	0.2832
dblp:wrote	pub_1383	0.1359
dblp:publishedIn	venue_478	0.4331
dblp:wrote	pub_192471	0.1577
dblp:hasAuthor	author_202460	0.1280
dblp:publishedIn	venue_203	0.3015
dblp:wrote	pub_47574	0.1201
dblp:inYear	year_57	0.2631
dblp:inYear	year_57	0.2569
dblp:inYear	year_59	0.3026
dblp:inYear	year_57	0.3003
dblp:publishedIn	venue_211	0.2452
dblp:inYear	year_27	0.2772
dblp:wrote	pub_93997	0.1693
dblp:hasAuthor	author_4609	0.1463
dblp:inYear	year_62	0.3013
dblp:publishedIn	venue_159	0.2953
dblp:inYear	year_57	0.2710
dblp:inYear	year_57	0.2358
dblp:publishedIn	venue_452	0.2974
dblp:wrote	pub_142348	0.1203
dblp:hasAuthor	author_184691	0.1653
dblp:hasAuthor	author_48	0.1153
dblp:inYear	year_59	0.2671
dblp:inYear	year_57	0.2573
dblp:inYear	year_57	0.2624
dblp:hasAuthor	author_198736	0.1480
dblp:publishedIn	venue_455	0.3959
dblp:hasAuthor	author_246870	0.0977
dblp:publishedIn	venue_253	0.3189
dblp:wrote	pub_137900	0.1364
dblp:publishedIn	venue_1713	0.3773
dblp:wrote	pub_167505	0.1690
dblp:inYear	year_57	0.3164
dblp:wrote	pub_6847	0.1354
dblp:wrote	pub_21467	0.1265
dblp:hasAuthor	author_83709	0.1805
dblp:inYear	year_50	0.2797
dblp:wrote	pub_158031	0.1567
dblp:hasAuthor	author_240836	0.1738
dblp:wrote	pub_1657	0.1775
dblp:publishedIn	venue_1713	0.3058
dblp:hasAuthor	author_161916	0.1545
dblp:inYear	year_57	0.3198
dblp:publishedIn	venue_222	0.2871
dblp:publishedIn	venue_1352	0.2864
dblp:hasAuthor	author_216676	0.1383
dblp:inYear	year_57	0.3742
dblp:wrote	pub_41269	0.1382
dblp:hasAuthor	author_135011	0.1490
dblp:hasAuthor	author_108472	0.1390
dblp:hasAuthor	author_255541	0.1512
dblp:inYear	year_58	0.2723
dblp:publishedIn	venue_603	0.2752
dblp:hasAuthor	author_15885	0.1564
dblp:publishedIn	venue_1252	0.3478
dblp:hasAuthor	author_101059	0.1560
dblp:inYear	year_59	0.3503
dblp:hasAuthor	author_214139	0.1558
dblp:wrote	pub_64503	0.1515
dblp:wrote	pub_102962	0.1575
dblp:inYear	year_51	0.3515
dblp:wrote	pub_185948	0.1421
dblp:wrote	pub_147470	0.1709
dblp:hasAuthor	author_159270	0.1460
dblp:publishedIn	venue_878	0.3223
dblp:inYear	year_39	0.2631
dblp:publishedIn	venue_1296	0.3230
dblp:inYear	year_59	0.3002
dblp:hasAuthor	author_84830	0.1067
dblp:inYear	year_57	0.3590
dblp:publishedIn	venue_911	0.3469
dblp:wrote	pub_48320	0.1683
dblp:inYear	year_25	0.2804
dblp:hasAuthor	author_120036	0.1352
dblp:hasAuthor	author_237447	0.1766
dblp:wrote	pub_152441	0.2114
dblp:hasAuthor	author_179737	0.1437
dblp:wrote	pub_167490	0.1553
dblp:publishedIn	venue_182	0.3091
dblp:wrote	pub_33226	0.1434
dblp:inYear	year_57	0.2811
dblp:hasAuthor	author_192763	0.1390
dblp:wrote	pub_123824	0.1959
dblp:publishedIn	venue_440	0.3445
dblp:hasAuthor	author_220744	0.1351
dblp:wrote	pub_170316	0.1796
dblp:publishedIn	venue_1296	0.3047
dblp:inYear	year_59	0.2719
dblp:hasAuthor	author_181653	0.1239
dblp:inYear	year_56	0.2678
dblp:publishedIn	venue_379	0.3489
dblp:inYear	year_57	0.2578
dblp:hasAuthor	author_54108	0.1267
dblp:publishedIn	venue_379	0.2653
dblp:inYear	year_59	0.3340
dblp:publishedIn	venue_253	0.2680
dblp:inYear	year_59	0.3476
dblp:hasAuthor	author_214060	0.1771
dblp:hasAuthor	author_143907	0.1350
dblp:inYear	year_57	0.2955
dblp:wrote	pub_123547	0.1488
dblp:wrote	pub_157533	0.1764
dblp:hasAuthor	author_208193	0.1428
dblp:publishedIn	venue_1132	0.3142
dblp:hasAuthor	author_161454	0.1448
dblp:publishedIn	venue_242	0.2697
dblp:publishedIn	venue_592	0.3147
dblp:hasAuthor	author_135434	0.1471
dblp:hasAuthor	author_250481	0.1456
dblp:hasAuthor	author_289	0.1256
dblp:hasAuthor	author_44640	0.1892
dblp:inYear	year_57	0.2927
dblp:inYear	year_57	0.2975
dblp:hasAuthor	author_123930	0.1443
dblp:inYear	year_56	0.3000
dblp:wrote	pub_148087	0.1739
dblp:inYear	year_59	0.3270
dblp:publishedIn	venue_660	0.3019
dblp:wrote	pub_147136	0.1810
dblp:hasAuthor	author_174325	0.1166
dblp:hasAuthor	author_82099	0.1915
dblp:inYear	year_57	0.3194
dblp:publishedIn	venue_201	0.2630
dblp:publishedIn	venue_1113	0.2503
dblp:publishedIn	venue_608	0.2674
dblp:hasAuthor	author_69615	0.1355
dblp:inYear	year_57	0.3122
dblp:inYear	year_59	0.3263
dblp:wrote	pub_174182	0.1551
dblp:hasAuthor	author_254761	0.1832
dblp:inYear	year_57	0.2992
dblp:wrote	pub_70894	0.1624
dblp:wrote	pub_19076	0.1606
dblp:inYear	year_57	0.3466
dblp:publishedIn	venue_203	0.2720
dblp:hasAuthor	author_109131	0.1266
dblp:inYear	year_57	0.3594
dblp:publishedIn	venue_379	0.3293
dblp:publishedIn	venue_459	0.3299
dblp:publishedIn	venue_879	0.2549
dblp:hasAuthor	author_210691	0.0986
dblp:wrote	pub_54442	0.1162
dblp:publishedIn	venue_164	0.2769
dblp:wrote	pub_34115	0.1685
dblp:hasAuthor	author_46254	0.1102
dblp:inYear	year_58	0.3194
dblp:inYear	year_59	0.2974
dblp:hasAuthor	author_209121	0.1307
dblp:inYear	year_57	0.2218
dblp:wrote	pub_85418	0.1761
dblp:inYear	year_59	0.2837
dblp:inYear	year_57	0.3436
dblp:wrote	pub_144070	0.1417
dblp:wrote	pub_156458	0.1617
dblp:hasAuthor	author_35997	0.1264
dblp:publishedIn	venue_1352	0.2750
dblp:wrote	pub_134123	0.1320
dblp:publishedIn	venue_379	0.3021
dblp:wrote	pub_66729	0.1418
dblp:wrote	pub_90407	0.1629
dblp:inYear	year_57	0.2880
dblp:publishedIn	venue_562	0.2998
dblp:wrote	pub_101890	0.1421
dblp:wrote	pub_27923	0.1206
dblp:inYear	year_58	0.3028
dblp:wrote	pub_73071	0.1650
dblp:inYear	year_25	0.2752
dblp:publishedIn	venue_222	0.2612
dblp:wrote	pub_180011	0.1483
dblp:wrote	pub_144135	0.1820
dblp:hasAuthor	author_75708	0.1629
dblp:publishedIn	venue_689	0.2691
dblp:hasAuthor	author_179676	0.1280
dblp:inYear	year_57	0.3048
dblp:hasAuthor	author_76024	0.1155
dblp:hasAuthor	author_36932	0.1703
dblp:publishedIn	venue_741	0.3521
dblp:hasAuthor	author_142444	0.1901
dblp:inYear	year_59	0.3366
dblp:publishedIn	venue_269	0.2673
dblp:wrote	pub_55847	0.1545
dblp:inYear	year_57	0.2982
dblp:publishedIn	venue_6	0.2977
dblp:hasAuthor	author_149299	0.1298
dblp:hasAuthor	author_190580	0.1311
dblp:inYear	year_57	0.2596
dblp:hasAuthor	author_24022	0.1238
dblp:hasAuthor	author_240511	0.1343
dblp:publishedIn	venue_417	0.4185
dblp:hasAuthor	author_136583	0.1455
dblp:publishedIn	venue_391	0.3288
dblp:wrote	pub_59396	0.1442
dblp:wrote	pub_38536	0.1360
dblp:wrote	pub_167028	0.1339
dblp:wrote	pub_19208	0.1477
dblp:publishedIn	venue_1453	0.2955
dblp:hasAuthor	author_116063	0.1446
dblp:wrote	pub_18822	0.1367
dblp:wrote	pub_674	0.1883
dblp:hasAuthor	author_115153	0.1251
dblp:inYear	year_57	0.2634
dblp:publishedIn	venue_1352	0.2957
dblp:wrote	pub_39082	0.1599
dblp:hasAuthor	author_177144	0.1530
dblp:hasAuthor	author_202878	0.1740
dblp:wrote	pub_93997	0.1635
dblp:inYear	year_61	0.3292
dblp:inYear	year_59	0.2760
dblp:publishedIn	venue_808	0.2612
dblp:wrote	pub_102780	0.1814
dblp:inYear	year_55	0.2761
dblp:wrote	pub_14845	0.1314
dblp:publishedIn	venue_157	0.2409
dblp:publishedIn	venue_203	0.2341
dblp:hasAuthor	author_222195	0.1154
dblp:publishedIn	venue_879	0.3639
dblp:wrote	pub_36221	0.1913
dblp:inYear	year_57	0.3055
dblp:inYear	year_57	0.2367
dblp:inYear	year_57	0.2597
dblp:wrote	pub_4678	0.1195
dblp:hasAuthor	author_26197	0.2061
dblp:wrote	pub_164157	0.1302
dblp:wrote	pub_123682	0.1973
dblp:inYear	year_59	0.3407
dblp:wrote	pub_148620	0.1678
dblp:wrote	pub_52019	0.1661
dblp:wrote	pub_113103	0.1835
dblp:wrote	pub_163107	0.1137
dblp:publishedIn	venue_823	0.3150
dblp:inYear	year_57	0.2881
dblp:wrote	pub_48215	0.1936
dblp:publishedIn	venue_855	0.3300
dblp:hasAuthor	author_119919	0.1146
dblp:wrote	pub_161720	0.1481
dblp:inYear	year_57	0.2781
dblp:publishedIn	venue_1599	0.2362
dblp:publishedIn	venue_959	0.2710
dblp:inYear	year_57	0.2171
dblp:inYear	year_59	0.3653
dblp:hasAuthor	author_76609	0.1242
dblp:publishedIn	venue_440	0.2994
dblp:publishedIn	venue_959	0.2745
dblp:publishedIn	venue_66	0.2791
dblp:hasAuthor	author_47562	0.1506
dblp:wrote	pub_119484	0.1362
dblp:inYear	year_57	0.2671
dblp:publishedIn	venue_203	0.3162
dblp:hasAuthor	author_151510	0.1521
dblp:wrote	pub_60677	0.1164
dblp:hasAuthor	author_10085	0.1464
dblp:wrote	pub_168258	0.2233
dblp:inYear	year_57	0.3124
dblp:publishedIn	venue_222	0.2947
dblp:publishedIn	venue_647	0.2806
dblp:wrote	pub_190737	0.1330
dblp:inYear	year_57	0.3045
dblp:inYear	year_57	0.3109
dblp:wrote	pub_56703	0.1720
dblp:publishedIn	venue_778	0.2652
dblp:publishedIn	venue_228	0.2231
dblp:inYear	year_25	0.3232
dblp:inYear	year_25	0.2399
dblp:wrote	pub_58267	0.1621
dblp:publishedIn	venue_320	0.2654
dblp:hasAuthor	author_45090	0.1515
dblp:wrote	pub_58396	0.1348
dblp:wrote	pub_100908	0.1457
dblp:wrote	pub_22782	0.1255
dblp:inYear	year_57	0.3233
dblp:wrote	pub_5151	0.1183
dblp:publishedIn	venue_66	0.3077
dblp:inYear	year_25	0.3478
dblp:hasAuthor	author_74814	0.1689
dblp:hasAuthor	author_116587	0.1145
dblp:wrote	pub_157621	0.1708
dblp:inYear	year_58	0.2999
dblp:inYear	year_59	0.3074
dblp:wrote	pub_88863	0.1526
dblp:inYear	year_59	0.3932
dblp:hasAuthor	author_16352	0.1488
dblp:inYear	year_60	0.2784
dblp:publishedIn	venue_902	0.3648
dblp:inYear	year_57	0.2579
dblp:publishedIn	venue_1181	0.3397
dblp:publishedIn	venue_299	0.2953
dblp:inYear	year_59	0.3011
dblp:publishedIn	venue_831	0.3139
